duration (ns)
49683224
76883933
24706311
103446814
836380
90875938
97932146
7271077
866262
11147485
73639259
42650410
79741133
1837010
39471298
45388282
28788938
2848354
34330440
70673
20139587
34784066
23377676
9297009
8892432
69205428
38442261
42475545
5431315
109733579
35672837
48399017
988932
37530981
3957402
1986515
150622468
318963
49685976
120724188
8383369
4778645
5228732
42468272
3040322
73126559
41676909
15837273
19778554
29331028
15766403
1009280
38025299
840509
895750
9485340
51406705
15694944
1217073
62148827
30635974
2593479
40337265
998172
77434869
13188062
3936268
10755293
85614082
46353722
36832014
59908321
67019887
31970366
3042397
40544980
59415507
50489573
565351
39642087
50039182
20221396
861856
30862193
95147
97389602
40102435
14180454
24837846
844155
7296966
1271815
2761683
120951711
83989737
51656283
7325430
9819373
3732868
33486887
4787634
85990947
1091578
127042338
42622931
2715819
75734459
7302397
1744634
3438173
9134635
6184870
97026916
94771344
8953090
9986333
8067698
159060077
37023327
433392
10856839
95903153
3398646
48614991
146354205
132462
31164733
121031771
933066
56571450
12546758
31886081
55370845
67513882
3498319
38450836
39204571
24055044
22533191
4506819
69007673
16825767
18490139
3133521
8063776
8057339
5914113
8640694
24054441
51805038
41249230
28336367
66172166
32666973
4369127
7602926
78383394
9248590
24191630
171285
62248903
55547059
455218
50911901
28859877
11798454
11209467
3839482
41241084
19883352
98566671
54621234
106414907
502993
11027219
22462183
49357663
43622781
7109186
66299498
97601414
18932798
1267489
80010937
11446379
90695
9653912
5938714
5769468
38382738
261509
6547238
32210918
99382033
30347247
43300390
14659126
1872878
35348151
98523557
1403924
12031200
9383294
39217218
23320183
1491583
4506582
47425580
9579573
18985981
8619137
847604
45972586
165720
12036391
103884013
92059277
584919
1185803
2321754
60603210
954265
47711184
76665281
28826770
3812358
1489331
55838253
4042427
18336223
78870089
7665558
138787
781002
79337477
1449762
91427933
5761044
41471783
4505995
8433926
23555835
1942712
78926799
104764917
72734215
1030955
23451133
21180702
27793857
