duration (ns)
15293217
20203182
8270528
30889867
262739
22509447
26834663
1810176
248585
2358753
20126219
11458880
21407968
468467
10220478
11880559
7249158
844736
9034073
36368
5124148
9086758
6634037
3961432
2402985
19655588
10921901
11653796
2302824
29032313
8138519
12932695
270799
8905603
2444662
500610
38291970
142821
11735871
30986096
2895928
1217563
1198199
11565724
776618
17159715
10591536
3435855
6136572
6588133
4744144
258119
10154719
272568
242688
2307051
13182164
3969098
323485
15651596
8774774
774456
10814466
331938
20042178
3313677
1045255
2680861
21425956
12061617
10913546
15096138
17696596
7543252
946371
11523065
12042351
12814054
155894
9291405
13135278
4412501
248879
8957600
59271
22375964
7483687
2938195
5147935
344912
3036586
350417
848471
34624043
19376435
12873129
1847823
2595936
922191
8532382
1108654
21541058
362900
31799379
10332140
756861
20144600
2289358
1347507
989817
2365732
1620470
23892537
25752843
2538827
2492924
2032025
40074919
8851444
239935
3914349
18240553
2019050
11554323
31599154
53177
6730757
28720526
650508
12438278
2255349
8353684
14394027
16316946
1456220
9717804
9533700
4576160
5176243
1180900
12300470
4391466
3179211
692578
2165705
2064462
1415626
2349808
4373577
13162211
9791131
6958504
17823198
7673787
1118680
1851263
17255355
2092082
5373027
76177
14984575
12716744
80601
10926915
7006667
2869782
3092614
1006233
8115322
3972047
18820191
13677662
17634868
105666
2414093
6514020
11340140
8249394
2054436
15307175
19265265
3418850
247602
14037417
2654814
35975
2419695
2149584
2477492
8903244
57600
1698416
8397719
25139491
7998353
12047561
3824803
505820
8742042
25819486
349532
3382679
2630142
9409358
6215306
480165
2372023
12423042
2145062
5016319
2359539
185186
13117683
21231
3239366
23353003
24360612
168180
315424
639499
14685566
306578
7730109
14328366
7208268
1299442
452249
12464128
1040930
4764491
18699879
1926065
60057
217426
19129226
465224
16877220
2417435
9174141
1122022
2114199
5295179
434851
18567183
25778498
18250383
387081
6857163
4348807
6236144
