duration (ns)
852894
1105115
439372
2801271
25556
1353701
2284443
385999
33715
350908
2083826
1318217
1497603
56519
857514
1690847
784776
215951
1176280
7273
519679
613745
408705
215460
212020
1535249
720001
758827
110482
2299679
1663227
1132343
46886
626524
135154
77062
2261639
38924
772195
1918398
415880
213592
346977
987360
129649
1273394
767280
289081
383051
503264
269423
30667
648542
25753
26736
188233
1177362
399761
63498
2207283
530000
58092
659944
39219
1214418
283086
125521
243867
1344756
768165
652179
2233330
1181589
547397
60352
923568
848864
781533
10420
891131
1364120
419813
30668
1042994
15825
2522117
592907
400645
340981
31061
147735
46395
65463
1894119
1485512
1357633
1178049
296650
103307
890148
124735
1437741
69690
2356885
728257
136530
1585182
544154
72639
282201
213101
130043
1559429
1507432
215656
207695
157958
2796553
754895
16513
238460
2482702
78536
842967
1999490
15727
457655
2036842
45609
1774397
564698
522333
848668
1327653
95934
719706
705847
260577
383640
101243
1293249
686483
337049
59467
178599
202682
132795
183613
340195
855450
698671
543171
1156327
559095
112055
181745
1440789
829992
415782
18971
1031396
924157
10125
713317
533636
259790
221455
107926
764233
419714
3233960
2090215
3040715
54848
442616
977138
1976588
1769483
516435
4621080
3206438
571086
103405
2369663
552509
25851
500217
280432
325155
1683967
35681
650409
1865024
4476097
1291088
1476666
622297
123457
1196627
2927972
140166
437014
392093
2667297
947649
32142
257825
1129591
262444
891524
318570
50720
1013310
4718
262150
1742550
2796946
31061
86794
183809
1721613
62417
657487
1543603
758237
161497
70181
1117206
101636
340096
2104467
1200264
49147
33617
1507431
45608
1207537
262247
598805
121687
219490
404183
53964
1507235
3267970
1817843
63203
450873
520465
506901
