duration (ns)
103307
75784
22509
93084
6783
105567
130632
22902
5111
12484
101734
173980
67724
7077
52194
57403
58976
8060
74999
3735
45215
60746
31159
11107
32536
47280
63203
17299
10714
71164
35582
110777
9632
27621
36271
16022
92396
5898
49933
84729
7962
6586
6684
54848
17693
63596
50818
40300
39022
107730
47967
7765
53373
3834
7274
14548
40792
19757
3932
123162
25950
5701
28407
6978
113922
38138
42266
18578
65267
43642
37745
39710
62121
27817
9043
28505
33715
40103
4227
30864
14548
18184
3538
41971
3440
48557
86106
42266
46985
8355
10222
8748
6487
71557
50622
108812
25950
18872
7863
36959
11599
80895
5406
94460
62122
26638
72049
11206
5996
6192
9928
22804
83746
54946
41676
12877
10026
91315
267064
6487
61532
82272
23295
178697
99768
4718
106255
125325
6290
136529
54258
98589
66545
145966
44921
54357
51605
42168
76178
7569
77652
35681
37351
22902
116478
283282
6783
11501
12975
72737
22902
10321
32535
36860
26146
35975
50327
6684
7273
3244
44036
27325
3932
23099
8650
18676
15137
14350
15530
55634
64186
44134
27424
2556
8355
65169
107632
27620
10419
50917
57305
7078
3342
54062
6684
2261
6979
22312
7667
36172
2163
16415
41185
39612
22312
11009
20543
10026
64972
37843
4718
24475
31356
34108
41480
3637
15826
14154
5111
10419
7077
2949
31651
1867
22804
34206
33223
3145
10419
21428
32536
5800
20642
39416
8552
11402
3833
30569
4423
6193
34403
17497
1868
2457
52292
10026
36762
5799
28112
4325
12877
21330
3440
33322
63596
34697
6782
39809
14155
20642
