duration (ns)
9220572
19168358
3975533
14884353
497520
10584048
9364143
1069190
676506
2193213
12674236
4885356
20296607
711117
7481616
4892902
4759693
2002054
4883041
76363
2960974
6115020
5024098
4238831
1625669
14428888
6784584
5074302
1070800
13782363
3364725
8312861
245893
5621021
1313675
719971
12998606
171240
7619151
10815956
1710483
1273530
1108529
4992405
913546
18296163
5393138
1884339
2575434
3206364
2194321
587365
6093289
368638
544405
1664303
4255130
4927008
635457
7964849
4641073
1157325
9399055
251728
12139490
2116246
1009025
4680915
15793772
9184855
14096369
9066638
9825343
5124005
1463082
8389326
9559429
9308002
351131
3930459
11030156
3046191
609198
6150234
123047
14481809
3847355
1538539
2106285
507178
1929412
479007
1335608
19217053
8208428
8533601
1591461
1818338
1059330
6521689
2638818
13084326
220036
11167088
4162367
520862
13997871
2463655
1331784
1506344
3524092
1780307
15035369
17278888
2139588
3107664
2443935
18323932
6807725
372260
2140191
16391300
940207
8166775
15357625
111879
5399778
14047473
618957
11660583
1348989
3527614
7111670
11659779
669564
10856905
7668148
1529485
3754793
1039610
5559448
1966638
2039883
769471
2978380
1930720
1285403
2547463
3027176
16071861
6025477
5295948
11427267
4168303
1308141
1977706
7496909
1707264
4176553
434538
12053971
9265645
284729
10923107
3432134
2377230
2321794
550542
6532856
2129125
5812785
10865456
13102838
163291
2368780
3985996
5965110
6833380
1039510
5313555
10606887
3094284
358175
9606615
2823842
360388
4400009
1216182
1394062
4288332
285533
1312367
5160727
15994693
7951266
4910106
3482238
429608
10192169
23921611
1005504
3319550
2204683
4476775
4139830
735364
876722
10452852
2394535
3343899
3891422
626503
11719139
468041
1672251
12776256
14829721
482831
359281
546115
7099698
233316
5747590
9046616
5231859
573985
640790
5362351
946545
5352290
12943471
1301803
127675
651655
14694802
786173
6863463
1208637
4590566
1691770
2256598
3299127
738785
9101046
15120788
11012147
314610
2700694
4758686
6161200
