duration (ns)
738684
732648
346805
761925
253036
775508
576198
73949
320848
330506
673287
299015
765044
240460
440373
295695
223457
320143
270241
49903
228085
281006
597226
617851
95782
507783
422967
437154
257765
659503
349522
536356
47489
396306
105238
58052
630528
37628
456773
562615
280805
429206
605979
538972
294387
884972
320848
157154
336946
171843
133510
272655
312597
219432
219432
387653
486956
426388
287445
577405
452950
333223
536255
64592
824304
113791
117111
418138
1115974
829636
915658
956506
812029
830038
592698
850965
978037
907509
442889
515529
860825
696629
460596
673186
56040
1279567
478706
289155
239152
312296
264405
46281
313503
1056211
587466
877225
363305
351937
238649
497420
251628
505469
40546
704074
175364
58958
826919
313403
240761
238850
285131
97793
615234
889298
283823
352138
380711
602256
417736
251628
130391
556981
70931
252633
566036
30586
332116
665238
225770
465928
90851
227380
521365
560201
57851
804584
610204
154136
628616
479612
493999
149910
264405
321955
474179
464017
397715
449630
471160
575091
362501
471965
662120
216615
316622
106446
464721
133511
420351
341472
618756
514423
276377
643305
417534
380107
391074
97995
557383
119727
306963
382522
568451
37125
308573
180395
253640
788487
102824
258167
1175636
720272
101919
517441
465626
383126
374172
154035
363104
230198
237140
88638
439870
777419
508788
418139
309679
71132
483435
612115
246798
120431
115099
181502
331211
224865
73346
462105
284225
286740
276377
220136
505066
206353
114193
550341
570362
224261
45576
56644
402040
43262
389867
507782
362199
57650
244585
417233
248910
569759
691296
83205
28473
210075
611110
237844
380107
240057
217017
268530
311189
155746
248408
511103
623485
525088
53726
135624
338152
378296
