duration (ns)
2404194
2655821
1188816
3333636
737376
3644322
3501053
486956
742407
1034781
3950078
1983540
5843371
523377
1600113
1220609
971397
627912
689687
63284
682744
642902
1470828
1286309
406769
2173795
2300968
1553631
553459
2394335
1072913
1949635
103126
1990483
216112
131598
2416569
75156
1567818
2586400
625798
1013150
858914
1322326
604268
4833340
792209
345195
459187
482327
378196
375881
1025626
349623
422766
845432
1280875
1178454
435141
1832121
1506947
595515
2536196
121437
2846378
350327
182306
793014
2829074
1880113
2303785
1997023
2686507
1187408
585454
1822161
1925086
1946516
551045
824605
1830813
890807
942622
2203979
120431
5195035
1294860
884570
994336
843621
1129657
191361
1012949
4413793
1749218
1737145
571872
671174
457477
1506445
483535
1976196
90751
2939041
978741
230198
2804927
599339
391275
466633
751965
383126
2249355
2978581
654876
869981
750456
3022045
1405834
454761
571167
2323706
239352
1048263
2991761
103629
1472036
3323475
427394
2092201
285835
640086
1315184
1763002
172547
3352048
1558561
292174
724800
422666
940710
410089
724699
900969
1143139
796435
630930
676406
861932
2620406
1147566
1092733
1974687
742004
476996
371153
1387824
367531
1215278
376083
1921565
1611180
365518
1893695
977233
693610
765245
171441
1562384
379806
953186
1611784
2073084
161279
853683
878533
1294961
1818741
345598
1081766
1645992
894128
315616
1635729
818871
366424
748846
254445
469248
1396276
335235
311490
1390239
3012285
1839365
1098468
756996
204240
1556347
2459731
482328
604268
632137
1272222
2681779
798649
355156
3638890
975522
1105812
1035184
697434
3116418
488164
553661
3202340
3659917
521164
155443
274768
2080932
136932
1932229
2908757
1292446
306661
539173
1540149
554969
1442154
2475426
262895
56141
399827
2597769
458383
1256929
498627
929240
1387121
1542563
1194451
999769
3050920
3055850
3204854
169328
1121106
1595988
1827393
