duration (ns)
9436
5112
3538
4915
1966
6684
5799
2260
1671
2359
12680
13171
5013
1671
4718
5897
7470
15334
5210
1770
10026
8158
4030
2163
5210
4620
13565
3244
2654
5996
4128
14154
1868
4226
4718
4423
32731
4325
6094
7765
2064
2261
16120
17987
2555
6094
12188
4816
4620
30864
5111
1868
12877
1671
1769
2064
3440
3342
1769
6585
4423
1474
4620
1573
10419
5701
3047
2850
19265
8847
3244
3735
4325
3047
1475
3637
4325
10026
1376
5111
3145
2064
1671
4030
1671
5307
14646
13860
4226
2359
2359
1474
2556
5406
4619
14252
2064
2359
2064
7667
2359
6586
1474
11108
9338
2163
7077
2064
1475
1671
2359
2654
5505
4718
4817
3539
17890
7667
5013
1867
8650
4423
1770
15039
5210
1475
4227
5209
1474
6192
5013
9338
4227
10616
2163
5111
7962
5013
5111
1376
14154
12581
2654
1769
1867
2261
1573
1868
2850
13662
3637
3735
3931
4030
2260
2457
4030
1867
2752
1376
5111
2752
2064
3145
2555
6979
2261
1867
2654
11205
9928
5505
5308
1474
2457
10124
5013
3244
2064
9927
10910
2752
1573
3342
1965
1671
1868
2162
2064
7569
1376
7372
5307
5996
5603
2949
7470
1475
4128
4719
1376
5013
4226
4129
12582
2162
4128
4817
1966
2851
1671
1376
3833
1475
9534
3637
3932
1868
5111
4718
4128
1573
3932
4030
2851
1868
2162
3145
2458
2752
5013
4719
1376
1966
4914
1376
4129
2359
5701
1769
2163
5602
2064
4521
13466
9338
1868
5210
2851
5504
